name,dolp_mae,dolp_rmse,cos_mae,sin_mae,cos_sin_vector_error,weighted_aolp_error_deg,high_dolp_aolp_error_deg,dop_mae,dop_rmse,aop_mae_deg,weighted_aop_mae_deg,high_dop_aop_mae_deg
scene13_traj2_1__000017,0.037753522396087646,0.05721801519393921,0.48133689165115356,0.46379178762435913,0.7305869460105896,14.735111236572266,9.495628356933594,0.037753522396087646,0.05721801519393921,23.965850830078125,14.735111236572266,9.495628356933594
scene13_traj2_1__000018,0.03782561793923378,0.05730297043919563,0.4822993278503418,0.46383237838745117,0.7316389083862305,14.799551010131836,9.456990242004395,0.03782561793923378,0.05730297043919563,23.999589920043945,14.799551010131836,9.456990242004395
scene13_traj2_1__000019,0.0380362831056118,0.05775553733110428,0.4813495874404907,0.46368229389190674,0.7307975888252258,14.770852088928223,9.474238395690918,0.0380362831056118,0.05775553733110428,23.971969604492188,14.770852088928223,9.474238395690918
scene13_traj2_1__000020,0.038156669586896896,0.05790486931800842,0.4844878613948822,0.463696151971817,0.7328556776046753,14.845213890075684,9.570756912231445,0.038156669586896896,0.05790486931800842,24.04875946044922,14.845213890075684,9.570756912231445
scene13_traj2_1__000021,0.03802692890167236,0.05802411958575249,0.4845111668109894,0.46499893069267273,0.7337943315505981,14.857200622558594,9.509998321533203,0.03802692890167236,0.05802411958575249,24.09348487854004,14.857200622558594,9.509998321533203
scene13_traj2_1__000022,0.038258470594882965,0.05841220170259476,0.4855597913265228,0.46515220403671265,0.7349538803100586,14.907590866088867,9.566085815429688,0.038258470594882965,0.05841220170259476,24.131813049316406,14.907590866088867,9.566085815429688
scene13_traj2_1__000023,0.038063593208789825,0.05810735374689102,0.4845084249973297,0.46541228890419006,0.734470009803772,14.779547691345215,9.412663459777832,0.038063593208789825,0.05810735374689102,24.10437774658203,14.779547691345215,9.412663459777832
scene13_traj2_1__000024,0.03855086863040924,0.05887540802359581,0.48662328720092773,0.46536585688591003,0.7366558909416199,14.951445579528809,9.506922721862793,0.03855086863040924,0.05887540802359581,24.184585571289062,14.951445579528809,9.506922721862793
scene13_traj2_1__000025,0.03887327387928963,0.059681810438632965,0.4877374470233917,0.46769440174102783,0.7390367388725281,15.054165840148926,9.602167129516602,0.03887327387928963,0.059681810438632965,24.291297912597656,15.054165840148926,9.602167129516602
scene13_traj2_1__000026,0.03889978677034378,0.05963597446680069,0.4883571267127991,0.46829167008399963,0.7395186424255371,15.045607566833496,9.61976146697998,0.03889978677034378,0.05963597446680069,24.30790901184082,15.045607566833496,9.61976146697998
scene13_traj2_1__000027,0.03880201280117035,0.05943158268928528,0.4884514808654785,0.4676814675331116,0.7393701076507568,15.056570053100586,9.54826545715332,0.03880201280117035,0.05943158268928528,24.301237106323242,15.056570053100586,9.54826545715332
scene13_traj2_1__000028,0.03921161964535713,0.06017407774925232,0.4871094226837158,0.4671613276004791,0.7375797033309937,15.05253791809082,9.640277862548828,0.03921161964535713,0.06017407774925232,24.24660873413086,15.05253791809082,9.640277862548828
scene13_traj2_1__000029,0.039232444018125534,0.06031818687915802,0.489211767911911,0.4702337980270386,0.7414910793304443,15.17126750946045,9.764933586120605,0.039232444018125534,0.06031818687915802,24.389347076416016,15.17126750946045,9.764933586120605
scene13_traj2_1__000030,0.03896305710077286,0.06000174209475517,0.49242764711380005,0.47260287404060364,0.7457361817359924,15.30324649810791,9.73333740234375,0.03896305710077286,0.06000174209475517,24.54471778869629,15.30324649810791,9.73333740234375
scene13_traj2_1__000031,0.039336662739515305,0.06074928119778633,0.4938615560531616,0.4719546139240265,0.7464029788970947,15.308917045593262,9.686285018920898,0.039336662739515305,0.06074928119778633,24.572589874267578,15.308917045593262,9.686285018920898
scene13_traj2_1__000032,0.039706774055957794,0.06125880032777786,0.4925861656665802,0.4693654477596283,0.7434058785438538,15.351880073547363,9.857706069946289,0.039706774055957794,0.06125880032777786,24.465065002441406,15.351880073547363,9.857706069946289
scene13_traj2_1__000033,0.03984927013516426,0.06182188168168068,0.49138885736465454,0.47061946988105774,0.7437407374382019,15.284993171691895,9.724247932434082,0.03984927013516426,0.06182188168168068,24.477832794189453,15.284993171691895,9.724247932434082
scene13_traj2_1__000034,0.039575111120939255,0.06139838322997093,0.4916362464427948,0.46996304392814636,0.7432965636253357,15.2783203125,9.744422912597656,0.039575111120939255,0.06139838322997093,24.459924697875977,15.2783203125,9.744422912597656
scene13_traj2_1__000035,0.040007881820201874,0.06222352012991905,0.49196434020996094,0.46906810998916626,0.742673933506012,15.287744522094727,9.757657051086426,0.040007881820201874,0.06222352012991905,24.440500259399414,15.287744522094727,9.757657051086426
scene13_traj2_1__000036,0.03986132889986038,0.06192747503519058,0.49161669611930847,0.4687308669090271,0.742504358291626,15.280311584472656,9.76349925994873,0.03986132889986038,0.06192747503519058,24.432462692260742,15.280311584472656,9.76349925994873
scene13_traj2_1__000037,0.04008476436138153,0.06236659735441208,0.49394118785858154,0.470588743686676,0.7453614473342896,15.392815589904785,9.818912506103516,0.04008476436138153,0.06236659735441208,24.52730369567871,15.392815589904785,9.818912506103516
scene13_traj2_1__000038,0.04020761698484421,0.06252903491258621,0.4947487711906433,0.4702863097190857,0.7463839650154114,15.490617752075195,9.949771881103516,0.04020761698484421,0.06252903491258621,24.571788787841797,15.490617752075195,9.949771881103516
scene13_traj2_1__000039,0.03988846018910408,0.061717499047517776,0.4958432614803314,0.47282862663269043,0.7492509484291077,15.523846626281738,9.931739807128906,0.03988846018910408,0.061717499047517776,24.67035484313965,15.523846626281738,9.931739807128906
