name,stage1_dolp_mae,stage1_dolp_rmse,stage1_cos_mae,stage1_sin_mae,stage1_cos_sin_vector_error,stage1_weighted_aolp_error_deg,stage1_high_dolp_aolp_error_deg,stage1_dop_mae,stage1_dop_rmse,stage1_aop_mae_deg,stage1_weighted_aop_mae_deg,stage1_high_dop_aop_mae_deg,stage2_dolp_mae,stage2_dolp_rmse,stage2_cos_mae,stage2_sin_mae,stage2_cos_sin_vector_error,stage2_weighted_aolp_error_deg,stage2_high_dolp_aolp_error_deg,stage2_dop_mae,stage2_dop_rmse,stage2_aop_mae_deg,stage2_weighted_aop_mae_deg,stage2_high_dop_aop_mae_deg
scene12_traj1_1__000013,0.03922099247574806,0.07261675596237183,1.0806124210357666,0.6716263294219971,1.3651312589645386,48.44197082519531,46.00413513183594,0.03922099247574806,0.07261675596237183,48.533390045166016,48.44197082519531,46.00413513183594,0.03922099247574806,0.07261675596237183,0.6638771295547485,0.6119035482406616,1.008408784866333,32.0926513671875,35.558319091796875,0.03922099247574806,0.07261675596237183,33.90784454345703,32.0926513671875,35.558319091796875
scene12_traj1_1__000014,0.039956528693437576,0.07307044416666031,1.080329179763794,0.6801713705062866,1.3699971437454224,48.47593688964844,45.68269348144531,0.039956528693437576,0.07307044416666031,48.72107696533203,48.47593688964844,45.68269348144531,0.039956528693437576,0.07307044416666031,0.6625661849975586,0.6118296384811401,1.007555603981018,32.063690185546875,35.72788619995117,0.039956528693437576,0.07307044416666031,33.870574951171875,32.063690185546875,35.72788619995117
scene12_traj1_1__000015,0.039713721722364426,0.07312392443418503,1.078433632850647,0.6770650744438171,1.3665224313735962,48.52244186401367,46.16546630859375,0.039713721722364426,0.07312392443418503,48.575687408447266,48.52244186401367,46.16546630859375,0.039713721722364426,0.07312392443418503,0.6622762084007263,0.6107217073440552,1.0064369440078735,32.042964935302734,35.6474609375,0.039713721722364426,0.07312392443418503,33.84132766723633,32.042964935302734,35.6474609375
scene12_traj1_1__000016,0.03961605578660965,0.07281475514173508,1.0840085744857788,0.6787598729133606,1.372239112854004,48.74696350097656,46.259151458740234,0.03961605578660965,0.07281475514173508,48.818138122558594,48.74696350097656,46.259151458740234,0.03961605578660965,0.07281475514173508,0.6620816588401794,0.6111787557601929,1.0067585706710815,31.935501098632812,35.083641052246094,0.03961605578660965,0.07281475514173508,33.850257873535156,31.935501098632812,35.083641052246094
scene12_traj1_1__000017,0.039541374891996384,0.07280848920345306,1.0813456773757935,0.6764289140701294,1.3684906959533691,48.4039192199707,45.46183395385742,0.039541374891996384,0.07280848920345306,48.68119430541992,48.4039192199707,45.46183395385742,0.039541374891996384,0.07280848920345306,0.6609374284744263,0.6142102479934692,1.0079718828201294,32.129310607910156,35.849430084228516,0.039541374891996384,0.07280848920345306,33.90094757080078,32.129310607910156,35.849430084228516
scene12_traj1_1__000018,0.03940212354063988,0.07228760421276093,1.0759609937667847,0.6764828562736511,1.36432683467865,48.222984313964844,45.35530471801758,0.03940212354063988,0.07228760421276093,48.488216400146484,48.222984313964844,45.35530471801758,0.03940212354063988,0.07228760421276093,0.6615895628929138,0.6148694753646851,1.0091238021850586,32.18775177001953,35.98899841308594,0.03940212354063988,0.07228760421276093,33.937713623046875,32.18775177001953,35.98899841308594
scene12_traj1_1__000019,0.03959464654326439,0.07269084453582764,1.0813000202178955,0.6797856092453003,1.3706108331680298,48.546207427978516,45.81449890136719,0.03959464654326439,0.07269084453582764,48.76182174682617,48.546207427978516,45.81449890136719,0.03959464654326439,0.07269084453582764,0.6613844633102417,0.6146908402442932,1.00843346118927,32.1279296875,35.718299865722656,0.03959464654326439,0.07269084453582764,33.915260314941406,32.1279296875,35.718299865722656
scene12_traj1_1__000020,0.03997465968132019,0.0731898844242096,1.081099510192871,0.6770681142807007,1.368891954421997,48.44942092895508,45.907615661621094,0.03997465968132019,0.0731898844242096,48.708763122558594,48.44942092895508,45.907615661621094,0.03997465968132019,0.0731898844242096,0.6637641787528992,0.6132713556289673,1.0097203254699707,32.118553161621094,35.47705841064453,0.03997465968132019,0.0731898844242096,33.96267318725586,32.118553161621094,35.47705841064453
scene12_traj1_1__000021,0.03941960632801056,0.0720529854297638,1.0796903371810913,0.6756533980369568,1.3668209314346313,48.46131896972656,46.05595016479492,0.03941960632801056,0.0720529854297638,48.614402770996094,48.46131896972656,46.05595016479492,0.03941960632801056,0.0720529854297638,0.6627370119094849,0.6165466904640198,1.0106180906295776,32.17808532714844,35.681697845458984,0.03941960632801056,0.0720529854297638,34.0037727355957,32.17808532714844,35.681697845458984
scene12_traj1_1__000022,0.03949122875928879,0.07292616367340088,1.0811063051223755,0.6714335083961487,1.3653854131698608,48.37015151977539,45.55363845825195,0.03949122875928879,0.07292616367340088,48.5751953125,48.37015151977539,45.55363845825195,0.03949122875928879,0.07292616367340088,0.6635011434555054,0.6143893599510193,1.0103120803833008,32.22380065917969,35.752166748046875,0.03949122875928879,0.07292616367340088,33.980403900146484,32.22380065917969,35.752166748046875
